headline,category,prediction
Facebook's Oversight Board Upholds Trump Ban — With A Big Catch,POLITICS,0
House Republicans Try To Cancel Liz Cheney For Telling Truth About Election,POLITICS,0
'Tonight Show' Imagines Kesha Singing 'Star-Spangled Banner' And It's Amazing,ENTERTAINMENT_MEDIA,3
Judge Orders Justice Dept. To Release Trump Obstruction Memo,POLITICS,0
FDA Reportedly Set To Approve Pfizer Vaccine For 12- To 15-Year-Olds,POLITICS,1
Britney Spears Slams Documentaries About Her Life,ENTERTAINMENT_MEDIA,3
"Kevin Spacey Accuser Must Reveal His Name For Lawsuit To Proceed, Judge Says",ENTERTAINMENT_MEDIA,3
Fox News Builds Bogus New 'Cancel Culture' Narrative Around Beloved Disney Ride,ENTERTAINMENT_MEDIA,0
Biden Announces New Refugee Cap 1 Month After Backlash,POLITICS,0
The Most Popular Movies On Netflix Right Now Besides 'Stowaway',STYLE_BEAUTY_HOME,2
Liz Cheney Slaps Down Trump's Attempt To Redefine 2020 Election As 'THE BIG LIE',POLITICS,0
Prince Harry Says Access To COVID-19 Vaccine Should Be 'Basic Right',ENTERTAINMENT_MEDIA,1
Bid To Censure Mitt Romney Over Trump Impeachment Votes Narrowly Fails,POLITICS,0
"2 Dead, 1 Seriously Injured In 'Targeted' Oneida Nation Casino Shooting In Wisconsin",CRIME,4
"Susan Wright, Endorsed By Donald Trump, Advances To U.S. House Runoff In Texas",POLITICS,0
Former Ethics Chief Slams Cruz's Warning To 'Woke' CEOs As 'Most Openly Corrupt' Ever,POLITICS,0
What To Know About The Growing Debate Over COVID-19 Vaccine Patents And Equity,POLITICS,1
'Saturday Night Live' Cast Member Chris Redd Drags Elon Musk Before His Big Hosting Debut,ENTERTAINMENT_MEDIA,3
Grammy Organizers End Controversial 'Secret Committees' For Nominations,ENTERTAINMENT_MEDIA,3
Former GOP State Lawmaker At Capitol On Jan. 6 Is Photographed Auditing Arizona Votes,POLITICS,0
Kansas House Republican Arrested Over Alleged Attack On Student,POLITICS,4
It's Been 10 Years Since Barack Obama And Seth Meyers Roasted Donald Trump,POLITICS,0
'Radicalized' GOP And 'Twisted People' On Fox News Called Out In Damning New Ad,POLITICS,0
Stephen Colbert Ridicules GOP Inaction With A Perfectly Set Up Gag,ENTERTAINMENT_MEDIA,0
"Anne Douglas, Widow Of Hollywood Legend Kirk Douglas, Dead At 102",ENTERTAINMENT_MEDIA,3
5 New Things We Learned About COVID-19 In April 2021,HEALTH_WELLNESS,1
"They Were Stuck Atop Britain's Tallest Coaster, Then Had To Walk  200 Feet Down",GOOD_WEIRD_NEWS,2
How Parents Of Trans Kids Are Explaining This Wave Of Anti-Trans Legislation,PARENTING_FAMILY,3
"Trump Launches Scathing Attack On Rudy Giuliani House Raid: 'It Was, Like, So Unfair'",POLITICS,0
"Deadly California Wildfire Was Ignited To Cover Up A Murder, Sheriff Says",CRIME,4
Donald Trump Jr. Comes For Rep. Liz Cheney After She Fist-Bumps President Biden,POLITICS,0
Biden Urges Passage Of Equality Act As Anti-Trans Youth Bills Advance In Several States,POLITICS,0
Dr. Anthony Fauci Dismantles Joe Rogan's False And Selfish Vaccination Advice,POLITICS,1
A Big Duck Named Long Boi Went Viral For All The Wrong Reasons,GOOD_WEIRD_NEWS,3
"Harris, Pelosi Make History At Joe Biden’s First Congressional Speech",POLITICS,0
Here Are The Key Moments From Biden’s Speech To Congress,POLITICS,0
"Sean Hannity Questions If Any Science Involved In Vaccination, Rips Fauci",POLITICS,0
'Daily Show' Dunks On Ted Cruz After Texas Senator Tries To Mock Trevor Noah,POLITICS,0
"Timothée Chalamet Posts About ‘Playing With Himself,’ But It’s Not What You Think",ENTERTAINMENT_MEDIA,3
Conservative Columnist Nails Big Differences Between Biden's And Trump's First 100 Days,POLITICS,0
Organized Labor Puts Heat On Democratic Holdouts To Support PRO Act,POLITICS,0
Juror In Derek Chauvin Trial Says He 'Didn't See Any Remorse',CRIME,4
Emails Show Oil Lobby Mobilized Democratic Governors' Opposition To Biden Energy Order,POLITICS,0
GOP Gov. Larry Hogan Issues Stark Warning To Fellow Republicans,POLITICS,0
GOP Rep. Lauren Boebert Self-Owns With Conspiratorial Constitution Tweet,POLITICS,0
GOP Lawmakers Release Surprisingly Great COVID-19 Vaccine Ad,POLITICS,1
Tucker Carlson Tells Viewers To Call Police If They See Kids Wearing Masks Outside,POLITICS,0
How Many False Claims Did Biden Make In His First 100 Days Compared To Trump?,POLITICS,0
GOP Group Is Rating Members’ Response To Trump’s Attempts To Overturn Democracy,POLITICS,0
Zendaya's Oscars Dress Was Stunning. But She Made A Bigger Fashion Statement.,ENTERTAINMENT_MEDIA,3
California Gov. Gavin Newsom Recall Effort Qualifies For Ballot,POLITICS,0
The Most Popular Shows On Netflix Right Now Besides 'The Circle',STYLE_BEAUTY_HOME,2
The Most Popular Movies On Netflix Right Now Besides 'Synchronic',STYLE_BEAUTY_HOME,2
'Spineless Coward': Kevin McCarthy Ripped For Defending Trump's Riot Response,POLITICS,0
Carey Mulligan Puts Oscars Statue To Shame In Golden Crop Top Gown,ENTERTAINMENT_MEDIA,3
Gubernatorial Candidate Caitlyn Jenner Gets Schooled On How California Operates,POLITICS,0
Top House Republican Defends Trump's Response To Capitol Riot: 'He Put A Video Out',POLITICS,0
Joe Biden Wants To Make Community College Free. Can Progressives Push Him Further?,POLITICS,0
Oscars 2021: See All The Best-Dressed Stars At The Academy Awards,ENTERTAINMENT_MEDIA,2
"Mike Pence's COVID Rule-Busting Vail Vacation Cost Public $757,000 In Security Costs Alone",POLITICS,1
"After Dodge On 'America First' Racism, Marjorie Taylor Greene To Star In America First Rally",POLITICS,0
Laura Ingraham Kicks Up Fear Factor With Desperate New Attack On Joe Biden,POLITICS,0
Pretend Journalist Tucker Carlson Calls Real Journalists 'Cowards',POLITICS,0
"Anthony Fauci Delivers Short, Sharp Shutdown Of GOP Senator's Vaccine Doubt Bluster",POLITICS,1
Watch Consumer Reports Trick A Tesla Into Driving Without A Driver,BUSINESS_FINANCE,4
Ex-Trump Aide Reveals Inside Story Of His Wild Disinfectant Press Conference,POLITICS,0
GOP Rep. Lauren Boebert’s Hot Take On Fourth Of July Gets An Icy Reception,POLITICS,0
Children's Books To Celebrate World Book Day,PARENTING_FAMILY,2
It's Been Exactly 1 Year Since The Most Insane Moment Of The Trump Presidency,POLITICS,0
Sen. Ron Johnson Says He Sees 'No Reason' For COVID-19 Mass Vaccination,POLITICS,1
"Shock G, Digital Underground's Humpty Hump, Dies At Age 57",ENTERTAINMENT_MEDIA,3
GOP Governor Candidate Amanda Chase Says Derek Chauvin Conviction ‘Makes Me Sick',POLITICS,0
Stephen Colbert Has A Hilarious Way To Convince Republicans To Get The Vaccine,ENTERTAINMENT_MEDIA,0
Biden Preparing To Recognize Armenian Massacres As Genocide: Reports,POLITICS,0
Florida Woman Survives Being Hit By Flying Turtle,GOOD_WEIRD_NEWS,4
Grim List Of Deaths At Police Hands Grows After Chauvin Verdict,CRIME,4
House Votes To Restrict President From Imposing Travel Bans,POLITICS,0
Are At-Home LED Skin Care Tools Worth It? And Do They Work?,STYLE_BEAUTY_HOME,2
5 Things To Watch For At Biden’s Big Earth Day Climate Summit,ENVIRONMENT,0
Brazil Is Key To Biden's Global Climate Ambitions. The Only Problem? Bolsonaro.,ENVIRONMENT,0
First Look At 'Ted Lasso' Season 2 Reveals A New Addition To The Cast,ENTERTAINMENT_MEDIA,3
Biden Hopes Tax Credit Will Encourage Vaccine-Hesitant Americans To Get One Anyway,POLITICS,1
Republicans Resist Bipartisan Capitol Riot Commission,POLITICS,0
Whoopi Goldberg Reveals Patrick Swayze Fought For Her To Get Iconic ‘Ghost’ Role,ENTERTAINMENT_MEDIA,3
Jameela Jamil Defends Demi Lovato Calling Out Froyo Shop: 'Keep Raising Awareness',ENTERTAINMENT_MEDIA,3
Jordan Klepper Shares Never-Before-Seen Video From 'Awful' Day Of Insurrection,ENTERTAINMENT_MEDIA,0
"Nancy Pelosi: 'Thank You, George Floyd, For Sacrificing Your Life'",POLITICS,0
Harriet Tubman's Family Home Unearthed In Maryland Wildlife Refuge,VOICES,2
Michael Strahan Makes Surprising Admission About The Greatest Pressure He Has Felt,ENTERTAINMENT_MEDIA,3
Jim Jordan Asked A Snarky Question About Masks And Twitter Users Did Not Hold Back,POLITICS,0
"As States Thwart Climate Progress, Progressives Pitch A Lifeline To Green Cities",POLITICS,0
Florida Gov. Ron DeSantis Signs Controversial 'Public Disorder' Bill Into Law,POLITICS,4
How to Talk to Kids About Anti-Asian Violence And Racism,PARENTING_FAMILY,4
Ultrawealthy Americans Are Scrambling To Get Ahead Of Biden’s Planned Tax Hikes,POLITICS,0
"2 Killed In Fiery Crash When Driverless Tesla Hits Tree In Texas, Say Officials",US_NEWS,4
A Tennessee Teen Was Killed By Police Inside His School. Here's What We Know.,CRIME,4
Sikh Community Calls For Gun Reforms After Devastating FedEx Shooting,POLITICS,4
Police: Indianapolis Shooter Legally Purchased 2 Semiautomatic Rifles Despite FBI Concerns,CRIME,4
Fauci Predicts Johnson & Johnson Vaccine Will Be Reapproved This Week,US_NEWS,1
Half Of U.S. Adults Have Now Received At Least 1 COVID-19 Shot,US_NEWS,1
Russian Dissident Alexei Navalny Could Be Days From Death In Prison,WORLD_NEWS,4
9 Shot At Child's Birthday Party As Nation Faces Onslaught Of Gun Violence [UPDATE],CRIME,4
Street Artists Come Up With Heartening Way To Socially Distance During Pandemic,WORLD_NEWS,1
"Prince Philip To Be Remembered As Man Of 'Courage, Fortitude And Faith' At Funeral",WORLD_NEWS,2
Anderson Cooper Shares 'The Sad Fact' About Mass Shootings In The U.S.,POLITICS,4
"Taylor Swift's Cat Meredith Grey Is Not Lost Or Missing, Just 'Really Private'",ENTERTAINMENT_MEDIA,3
'Nativist Crap': Critics Erupt In Fury Over New Conservative 'Anglo-Saxon' Caucus,POLITICS,0
Hundreds Protest Police Killing Of 13-Year-Old Adam Toledo In Chicago,VOICES,4
Kellyanne Conway Joins Campaign Of Senate Candidate In Ohio She Compares To Trump,POLITICS,0
Chrissy Teigen Is Back On Twitter With Wit Intact After 23-Day Hiatus,ENTERTAINMENT_MEDIA,3
Fox Host Flames GOP Gov. Kristi Noem For Awful ‘Message To Illegal Immigrants’,POLITICS,0
23 Beauty Products You Might Not Know You've Been Missing Out On,STYLE_BEAUTY_HOME,2
Transgender Children Across The U.S. Are Fighting For Their Lives (Again),POLITICS,4
2 Fearless Little Terriers Chase Trespassing Bear Out Of Their House,GOOD_WEIRD_NEWS,2
Are Dermal Fillers Safe To Inject In Your Face?,STYLE_BEAUTY_HOME,2
Biden Appoints Erika Moritsugu As Asian American Liaison,POLITICS,0
Stephen Colbert Reveals The 1 Venmo Payment Rep. Matt Gaetz Might Be Making Next,ENTERTAINMENT_MEDIA,0
House Panel Approves Bill To Study Slavery Reparations,POLITICS,4
18 'Nonessential' Baby And Toddler Products Parents Swear By,PARENTING_FAMILY,2
"Florida Driver Busts Through Gates, Leaps Over Drawbridge As It Opens",GOOD_WEIRD_NEWS,4
Defense Medical Expert In Chauvin Trial: Car Exhaust Could Have Played A Role [UPDATED],CRIME,4
GOP Says Kamala Harris Is MIA On Immigration As She Announces Mexico Trip,POLITICS,0
Here's What A Civilian Climate Corps Could Look Like,POLITICS,2
IRS To Begin Sending Out Child Tax Credit Payments In July,POLITICS,2
Justin Bieber Says There Was 'Lack Of Trust' At Start of His Marriage To Hailey Baldwin,ENTERTAINMENT_MEDIA,3
Joe Manchin Says Voting Rights Bill Can Be Bipartisan. Republicans Aren't Interested.,POLITICS,0
Obamas Respond To Daunte Wright Shooting With A Plea For Police Reform,POLITICS,4
What NOT To Say When Someone Shares Their Trauma With You,HEALTH_WELLNESS,3
George Floyd's Girlfriend Says She Knew Daunte Wright,VOICES,3
Republicans Ridiculed For Gifting Trump 'Made Up' Tiny Bowl Award,POLITICS,0
Zack Greinke Tries To Sneak Eephus Pitch By Renato Nunez,ENTERTAINMENT_MEDIA,2
'Crock Of S**t': Ex-Fox Host Gretchen Carlson Rips Network Over Tucker Carlson,POLITICS,0
Prince William Calls Prince Philip An 'Extraordinary Man' In Touching Tribute,WORLD_NEWS,3
CNN's Jim Acosta Paints A Sad Picture Of Trump's Daily 'Grievance Groundhog Day',POLITICS,0
What The Future Of Restaurants Will Look Like Post-Pandemic,FOOD_DRINK,1
"Why Do Luxury Perfumes Cost So Much, And Are They Worth It?",STYLE_BEAUTY_HOME,2
Official: Chinese Vaccines' Effectiveness Low,WORLD_NEWS,1
Family Of Actor Chantel Giacalone Awarded $29 Million In Peanut Allergy Case,US_NEWS,3
Colin Jost Skewers Matt Gaetz's Worst Supporters On 'SNL',ENTERTAINMENT_MEDIA,0
"Wake Up, GOP, Warns Liz Cheney: Trump Is Still Waging 'War On The Constitution'",POLITICS,0
New York Raises Taxes On The Rich As State Shifts Leftward,POLITICS,0
Buckingham Palace Announces Prince Philip's Funeral Arrangements,WORLD_NEWS,2
Renewed Violence In Northern Ireland Stirs Memories Of 'The Troubles',WORLD_NEWS,4
Virginia Police Caught On Video Drawing Guns On Black Army Lieutenant During Traffic Stop,US_NEWS,4
Fox News' Latest Freakout Gets The Treatment In 'Daily Show' Spoof,ENTERTAINMENT_MEDIA,0
2 Dozen Monkeys Escape German Zoo For The Day,GOOD_WEIRD_NEWS,2
Biden Avoids Big Test As Battery Giants Reach Deal To Save Georgia Factories,POLITICS,0
Prince Philip Funeral Plans: How COVID-19 Impacts The Arrangements,WORLD_NEWS,1
Fox News' Brian Kilmeade Links Prince Philip’s Death To Meghan And Harry Interview,US_NEWS,3
Kim Kardashian Grills Addison Rae In 'KUWTK' Clip: Are You And Kourtney 'Hooking Up?',ENTERTAINMENT_MEDIA,3
Jimmy Kimmel Hits Trump With Stark Reminder Of His COVID-19 Denialism From A Year Ago,ENTERTAINMENT_MEDIA,0
How Is Collective Trauma Different From Individual Trauma?,HEALTH_WELLNESS,4
Home Inspector Accused Of Sex Act With Client's Elmo Doll,CRIME,4
Ralph Northam Endorses Predecessor Terry McAuliffe For Virginia Governor,POLITICS,0
"Republicans Reveal Exactly What Marjorie Taylor Greene Stands For, Using Her Own Words",POLITICS,0
Tucker Carlson: Transgender People Threaten 'Perpetuation Of The Species',POLITICS,0
Shaq Went Jewelry Shopping And Casually Paid For A Stranger's Engagement Ring,ENTERTAINMENT_MEDIA,3
Nike Settles Lawsuit With Company Behind Lil Nas X's 'Satan Shoes',ENTERTAINMENT_MEDIA,3
How To Make Decisions If You’re Vaccinated But Your Kids Aren’t,PARENTING_FAMILY,1
Ex-Track And Field Coach Allegedly Tricks Students Into Sending Nude Photos,CRIME,4
"Virginia Lt. Gov. Justin Fairfax Compares Himself To George Floyd, Emmett Till",POLITICS,0
Do Bay Leaves REALLY Add Flavor To Food? Experts Make Their Case.,FOOD_DRINK,2
Gaten Matarazzo Hints At What To Expect From Fourth Season Of ‘Stranger Things’,ENTERTAINMENT_MEDIA,2
Fashion And Beauty Brands Pledged To Support Black Influencers. So How Are They Doing?,STYLE_BEAUTY_HOME,3
4 Mistakes You're Still Making When Brewing A Cup Of Tea,FOOD_DRINK,2
The Destinations People Want To Visit First When It's Safe To Travel,TRAVEL,2
Jen Psaki Destroys Fox News 'Gotcha' Question About Georgia Voting Law,POLITICS,0
Ex-Trump Lawyer’s Claim About Not Worshipping Him Goes Up In Holy Smoke,POLITICS,0
'Jeopardy!' Contestant Trolls Guest Host Aaron Rodgers With Green Bay Packers Ding,ENTERTAINMENT_MEDIA,3
Ex-NBA Great Paul Pierce Fired By ESPN After Racy Party Video Goes Viral,ENTERTAINMENT_MEDIA,3
Deadpan Jen Psaki Mows Down Newsmax Reporter Over 'Secret Memo' Question,POLITICS,0
"GOP Has Lost Credibility On Federal Debt Gripes, Chris Wallace Tells Sen. Roy Blunt",POLITICS,0
Jamie Chung's SAG Awards Purse Held Powerful Statement About Anti-Asian Hate,ENTERTAINMENT_MEDIA,3
John Oliver Compares National Debt To Regé-Jean Page Having Sex On 'Bridgerton',ENTERTAINMENT_MEDIA,0
Joe Manchin Demands Changes To Joe Biden's Infrastructure Plan,POLITICS,0
Rookie From Low Minors Hits Home Run On His First MLB Swing. Parents Erupt.,ENTERTAINMENT_MEDIA,4
Trump Administration Mistakenly Sanctioned Italian Pizzeria Owner,POLITICS,0
SAG Awards 2021: Here Are All The Winners,ENTERTAINMENT_MEDIA,3
John Lewis’s Final Fight For Voting Rights,POLITICS,0
Ilhan Omar Says Derek Chauvin Trial Has ‘Unearthed So Much Trauma’ For Minneapolis,CRIME,4
Infectious Disease Expert Warns Of New COVID-19 Wave Infecting Younger People,US_NEWS,1
Scientists Stumped By Creepy Sidewalk 'Wormnado',SCIENCE,2
"'Lil Nas X' Gives God A Lap Dance, 'Matt Gaetz' Tries To Defend Himself On 'SNL'",ENTERTAINMENT_MEDIA,3
Republicans Sneer At U.S. Capitol Security Fence In Scathing Supercut,POLITICS,0
"Mitt Romney Wins 'Profile In Courage' Award, For Defying A Party Of Cowards",POLITICS,0
"DMX On Life Support After Suffering Heart Attack, Lawyer Says",ENTERTAINMENT_MEDIA,3
Iowa GOP Gov. Kim Reynolds Signs Bill Easing Background Checks On Guns,POLITICS,0
Bears Are Acting Like Friendly Dogs Due To A Strange Brain Condition,ENVIRONMENT,1
"For Republicans, 2021 Is The Year To Target Trans Kids",POLITICS,0
Sean Spicer Accidentally On Mute Could Be The Weirdest Interview Of 2021,POLITICS,0
"Major Biden Is A Good Boy Who Needs Time To Adjust, Dog Experts Say",US_NEWS,0
36 Of The Funniest Tweets About Cats And Dogs This Week (March 27-April 2),ENTERTAINMENT_MEDIA,3
Eric Church Gets COVID-19 Vaccine Shot For Billboard Magazine's Cover,ENTERTAINMENT_MEDIA,1
GOP Rep. Lauren Boebert Tweeted About April Fools' Day But The Joke Was On Her,POLITICS,0
Deer Crashes Through School Bus Windshield And Lands On Sleeping Student,GOOD_WEIRD_NEWS,4
Laura Ingraham Calls Warnings Of COVID-19 Surge A 'Disinformation Campaign',POLITICS,1
Jim Clyburn 'Insulted' By Joe Manchin’s Position On Voting Rights Bill,POLITICS,0
Mia Farrow Emotionally Slams 'Vicious Untruths' About The Deaths Of Her Children,ENTERTAINMENT_MEDIA,3
Newsmax Anchor Greg Kelly's Weird Weed Anecdote Gets Burned On Twitter,POLITICS,0
Marjorie Taylor Greene Slammed For Claim That Working Out Is Her ‘Covid Protection’,POLITICS,0
The Government Is Now Paying For Unemployed Americans' Health Insurance,POLITICS,1
Madison Cawthorn Destroyed On Twitter For Celebrating Funding From Relief Bill He Opposed,POLITICS,0
House Democrats Tap Rep. Jamie Raskin To Craft Organizing Efforts,POLITICS,0
Jimmy Kimmel Exposes GOP ‘Dopes’ For Major Hypocrisy On Vaccine Passports,ENTERTAINMENT_MEDIA,0
Joe Scarborough Slams Fox News By Airing ‘Deeply Offensive’ Clip,POLITICS,0
Ronny Chieng’s 2016 Takedown Of Fox News' Anti-Asian Bit Goes Viral Again,POLITICS,0
Fox News Lets Ex-Trump Aide Spew Fauci Conspiracy Theory With Zero Pushback,POLITICS,0
The Most Popular Cocktail In Every State During The Pandemic,FOOD_DRINK,1
"Over 4,000 Migrants, Many Kids, Crowded Into Texas Facility",US_NEWS,4
"Biden, CDC Director Warn Of COVID-19 Rebound If Nation Relaxes",US_NEWS,1
CDC Director Explains Her Dire COVID-19 Warning,US_NEWS,1
"Elderly Asian American Woman Assaulted, NYPD Seeks Suspect",US_NEWS,4
Parents Of 5 Killed When 175-Foot Redwood Tree Falls Onto Their Car,US_NEWS,4
4 Of The Best Spring Cleaning Hacks On TikTok,STYLE_BEAUTY_HOME,2
Giant Container Ship In Suez Canal Is On The Move,WORLD_NEWS,2
CDC Head Warns Of 'Impending Doom' As COVID-19 Cases Rise Across U.S.,US_NEWS,1
"Giant Ship Ever Given Partially Refloated, But Still Stuck In Suez Canal",WORLD_NEWS,2
"Virus Fight Stalls In Early Hot Spots New York, New Jersey",US_NEWS,1
Former 'Saturday Night Live' Cast Members Gather In Eerie Homage To 'The Shining',ENTERTAINMENT_MEDIA,3
"Democrats Prepare To Push Biden For A $10 Trillion, Decade-Long Green Infrastructure Plan",POLITICS,0
"Derek Chauvin Trial: What To Know About The Charges, Jurors And More",CRIME,4
"Suicide Bombers Attack Palm Sunday Mass In Indonesia, Wounding At Least 14",WORLD_NEWS,4
"4 Dead, More Than 100 Rescued After Heavy Rainfall Floods Tennessee",US_NEWS,4
"America's Richest 1% Dodge Taxes On More Than A Fifth Of Their Income, Study Finds",US_NEWS,0
Sharon Osbourne No Longer On 'The Talk',ENTERTAINMENT_MEDIA,3
Jen Psaki Has It Out With Fox News Reporter Peter Doocy Over Biden Snub,POLITICS,0
MSNBC's Tiffany Cross Comes For 'Princess' Meghan McCain Over Identity Politics,POLITICS,0
Thousands Of Animals Packed On Ships In Suez Canal Backup: Reports,WORLD_NEWS,2
Alaska Costco Shoppers Say Ravens Steal Their Groceries,US_NEWS,4
Vaccinated Older Adults Are Emerging From Their Coronavirus Hibernation,US_NEWS,1
Jill Biden Reflects On Resilience And The First Thanksgiving Without Stepson Beau,US_NEWS,3
Jacob Blake Files Excessive Force Lawsuit Against Officer Who Shot Him,US_NEWS,4
"Series Of Tornadoes Slam Into Alabama And Georgia, Killing At Least 5",US_NEWS,4
"2 Trains Collide In Southern Egypt, Killing At Least 32 And Injuring Dozens",WORLD_NEWS,4
USC To Pay $1.1 Billion In Sex Abuse Settlements To Former Patients Of Campus Gynecologist,US_NEWS,4
Joe Biden Says He 'Can't Picture' U.S. Troops Being In Afghanistan In 2022,POLITICS,0
"Alan Turing, LGBTQ WWII Code Breaker, Honored On Britain's 50-Pound Note",WORLD_NEWS,4
Democrats Launch Senate Battle For Expanded Voting Rights,POLITICS,0
Colorado Shooting Suspect Makes 1st Court Appearance,US_NEWS,4
New Zealand Passes Bereavement Leave For Pregnancy Loss And Stillbirth,WORLD_NEWS,2
"February Snowstorms In Texas Caused At Least 111 Deaths, Officials Say",US_NEWS,4
Ex-Trump Vaccine Chief Fired From Pharma Board Over Sexual Harassment Claims,POLITICS,0
Watch Hopeful Guy Challenge Ex-NBA Scrub Brian Scalabrine To 1-On-1,ENTERTAINMENT_MEDIA,3
Virginia Becomes First Southern State To Abolish The Death Penalty,POLITICS,4
High Court Weighs When Police Can Enter Homes Without Warrants,POLITICS,4
Queen Elizabeth’s New Great-Grandson Apparently Couldn't Wait To Be Born,WORLD_NEWS,3
"Israel Election Ends In Apparent Deadlock, Netanyahu Falls Short Of Majority",WORLD_NEWS,4
"Olympic Surfing Hopeful Katherine Diaz, 22, Killed By Lightning At Training Session",WORLD_NEWS,4
"Boulder Shooting Survivor: ‘It Doesn’t Feel Like There's Anywhere Safe Anymore, Sometimes’",US_NEWS,4
Feds Question AstraZeneca Vaccine Data In Unusual Late-Night Statement,US_NEWS,1
Fire At Rohingya Refugee Camp Destroys Hundreds Of Shelters,WORLD_NEWS,4
Meghan Markle And Prince Harry Weren't Really Married 3 Days Before Their Wedding,US_NEWS,3
Buckingham Palace Considers Diversity Czar In Wake Of Meghan Markle Interview,WORLD_NEWS,3
Supreme Court To Consider Reinstating Death Penalty Against Boston Bomber,US_NEWS,4
Buffalo Police Release New Bodycam Footage Of Police Pushing Older Protester,US_NEWS,4
Vladimir Putin To Get Vaccinated For Coronavirus On Tuesday,WORLD_NEWS,1
U.S. And Allies Sanction Senior Chinese Officials Over Uighur Abuses,WORLD_NEWS,4
LeBron James Is Out Indefinitely After Bad Sprain In Loss To Hawks,SPORTS,3
Texas Roadhouse CEO Kent Taylor Dies Amid COVID-19 Struggle,US_NEWS,4
Supporters Rally Across The Nation Against Anti-Asian Hate After Spa Shootings,US_NEWS,4
Watch Horrifying Moment Dad Takes Toddler Into Zoo Elephant Pen — And Animal Charges,US_NEWS,3
Deadbeat Millionaires Owe IRS $2.4 Billion As Audits Of Rich Plunge 72%,US_NEWS,4
NCAA Improves Weight Room For Women's March Madness Tournament After Backlash,US_NEWS,3
Tokyo Olympics Bans Spectators From Abroad Over COVID-19 Fears,WORLD_NEWS,1
Police In Brazil Using National Security Law To Target Bolsonaro Critics,WORLD_NEWS,4
Father Accused Of Taking 2-Year-Old Into Elephant Habitat At San Diego Zoo,US_NEWS,4
Ex-UCLA Coach Sentenced To 8 Months In Prison For College Admissions Scam,US_NEWS,4
City Of Chicago Withholds Vaccine From Hospital That Gave Shots To Trump Tower Staff,US_NEWS,1
"Girl, 8, Throws Mattress Through Window Of Burning Chicago Home, Leaps To Safety",US_NEWS,4
Samia Suluhu Hassan Becomes Tanzania's First Woman President,WORLD_NEWS,3
Gregory Bush Pleads Guilty To Federal Hate Crimes In 2018 Kroger Shooting,US_NEWS,4
"CDC Changes School Guidance, Allowing Desks To Be Closer",US_NEWS,1
"Judge Limits Evidence, Refuses To Move Trial In George Floyd Death",US_NEWS,4
Tokyo Olympics Rocked By Another Sexist Comments Scandal,WORLD_NEWS,3
When Law Enforcement Fails Hate Crime Victims,US_NEWS,4
"Asian Americans Grieve, Organize In Wake Of Atlanta Attacks",US_NEWS,4
"Vanessa Bryant Names Deputies Accused Of Sharing Kobe, Gianna Crash Photos",US_NEWS,3
Joe Biden Calls Attacks On Asians 'Un-American' After Georgia Massage Spa Shootings,US_NEWS,0
Millions Across Southeast Brace As Tornadoes Sweep Region,US_NEWS,4
Virginia State University President Takes Student Back To School In Viral Basketball Clip,US_NEWS,0
"Child Border Crossings Are Surging, Straining U.S. Facilities",US_NEWS,0
"Massage Spa Shootings In Georgia Leave 8 Dead, Including 6 Women Of Asian Descent",US_NEWS,4
"Fencing Around U.S. Capitol To Be Scaled Back, Officials Say No 'Known, Credible Threat'",POLITICS,4
California City Cuts Power To Restaurant That Refused To Close For COVID-19,US_NEWS,4
Prince Philip Discharged From Hospital After A Month,WORLD_NEWS,2
"At Least 57 Dead From Texas Winter Storm, Preliminary Report Says",US_NEWS,4
"North Korea Warns U.S. Against ‘Causing A Stink,' Breaking Silence",WORLD_NEWS,0
'I Don’t Need The Vaccine': GOP Worries Threaten Virus Fight,US_NEWS,1
Senator Calls Out Opposition To Deb Haaland: 'A Woman Of Color Is Being Held To A Different Standard',POLITICS,0
"No Evidence AstraZeneca Vaccine Causes Increased Blood Clot Risk, Company Says",POLITICS,1
Megan Thee Stallion Sizzles On Grammys Red Carpet With Hot (Girl) Orange Gown,ENTERTAINMENT_MEDIA,3
"Hundreds Of Spring Break Partiers Arrested In Miami Beach, Defying COVID-19 Concerns",US_NEWS,1
Lawyer For Derek Chauvin Claims Settlement Paid To George Floyd's Family Taints Trial,US_NEWS,4
"Arna Kimiai, Second Suspect In San Francisco Uber Attack, Surrenders To Police",US_NEWS,4
Charlie Hebdo Cartoon Shows Queen Kneeling On Meghan Markle's Neck,US_NEWS,3
Yo-Yo Ma Performs Impromptu Concert At Vaccine Site After His Second Dose,US_NEWS,1
At Least 4 People Shot Dead In Myanmar Anti-Coup Protests,WORLD_NEWS,4
"2,000 Flights Canceled In Denver As Heavy Snowstorm Hits",US_NEWS,4
Remembering Breonna Taylor On The First Anniversary Of Her Death,US_NEWS,4
"London Police Hassle, Handcuff Mourners At Vigil For Slain Woman",WORLD_NEWS,4
Fox News Host Sings That He Has To Pee On Live TV,ENTERTAINMENT_MEDIA,0
Fauci Has 1-Word Response To Question About 'What Changed' Around Jan. 20,POLITICS,1
National Park Service Shoots Down South Dakota Request For Mount Rushmore Fireworks,POLITICS,4
James Corden Shares The Spoof Songs So Bad They Never Made It On 'The Late Late Show',ENTERTAINMENT_MEDIA,3
Chris Harrison Won't Be Returning To Host 'Bachelorette' Next Season After Racism Controversy,US_NEWS,3
Immigrant Children Packed Into Texas Border Patrol Tent For Days,US_NEWS,4
